Module 001 Port2 FD-H20 Instantaneous flow rate,Module 001 Port3 FD-H32 Instantaneous flow rate,Module 002 Port1 FD-H20 Instantaneous flow rate,Module 003 Port3 FD-H32 Instantaneous flow rate
77,239,88,1696
78,243,89,1878
79,246,90,2030
80,246,90,2120
82,247,91,2191
83,253,92,2241
83,249,93,2260
83,251,92,2285
82,253,91,2306
82,252,92,2307
82,251,91,1572
81,251,91,1211
81,249,89,819
80,244,88,594
80,243,89,405
81,246,90,295
81,248,90,202
82,251,90,158
84,252,91,108
85,257,92,0
86,257,93,0
86,260,93,0
87,260,93,0
87,261,93,0
87,264,93,0
87,261,93,0
86,261,93,0
86,258,93,0
84,256,92,0
83,252,91,0
82,251,91,0
82,248,90,0
82,247,91,0
82,250,91,0
81,251,91,0
82,252,91,0
82,252,91,0
81,249,90,0
80,247,90,482
80,245,90,1054
80,245,89,1416
79,243,90,1706
79,239,89,1887
79,240,87,1997
79,244,88,2116
78,243,89,2187
79,245,89,2245
79,245,89,2292
79,241,89,2322
79,242,89,2358
79,246,88,2381
79,242,89,1958
79,243,89,1425
79,241,89,1029
79,242,89,693
79,244,89,502
79,242,90,363
80,245,91,246
80,245,91,178
80,245,90,120
81,248,91,0
82,252,92,0
82,253,92,0
82,253,92,0
82,250,92,0
81,249,92,0
82,250,92,0
81,251,91,0
82,250,91,0
82,247,90,0
82,247,91,0
82,248,91,0
82,251,91,0
81,250,91,0
81,252,91,0
80,251,90,0
81,248,90,0
81,247,90,0
80,246,90,0
80,245,90,549
79,246,89,1030
79,245,89,1433
79,242,89,1674
78,241,87,1859
77,240,87,2000
77,241,88,2141
77,243,87,2230
78,242,88,2290
78,243,88,2340
79,244,89,2375
78,245,88,2228
78,246,88,1508
79,245,89,1089
79,245,89,736
79,242,90,565
79,243,90,384
79,244,90,281
80,247,91,190
80,247,90,131
79,244,90,101
80,245,91,0
80,245,91,0
80,246,91,0
81,248,90,0
81,247,91,0
82,249,91,0
82,250,91,0
82,250,91,0
82,249,91,0
82,249,91,0
82,253,91,0
82,252,91,0
82,251,91,0
82,249,91,0
81,248,91,0
81,248,90,0
81,247,89,0
81,247,89,0
81,249,90,0
81,248,90,123
80,249,90,681
80,249,90,1161
81,248,90,1389
80,247,90,1636
81,247,91,1791
80,248,91,1948
81,247,91,2032
81,246,92,2104
81,246,91,2155
81,246,91,2202
81,246,91,2234
81,248,91,2266
80,248,90,2286
81,246,91,1775
81,243,90,1276
81,245,91,857
81,246,90,616
80,245,90,447
81,247,91,326
81,248,92,224
81,249,91,163
81,248,91,110
81,248,91,0
81,243,91,0
81,242,91,0
81,243,91,0
81,247,91,0
81,246,91,0
82,247,91,0
82,251,92,0
83,250,92,0
82,253,92,0
82,252,92,0
82,252,92,0
82,252,93,0
82,252,93,0
83,251,93,0
84,253,92,0
84,255,92,0
84,256,93,0
84,252,93,0
84,254,93,269
84,253,93,837
84,255,93,1330
85,258,93,1587
85,255,92,1828
84,252,92,1946
84,252,92,2066
84,255,92,2145
84,258,91,2204
84,259,92,2242
85,259,92,2267
85,258,94,2288
85,257,93,2308
85,256,93,1793
84,256,92,1294
85,256,92,880
85,255,92,638
85,254,91,431
85,255,92,312
85,259,93,211
85,259,94,153
85,259,94,104
85,260,94,0
86,258,95,0
86,260,94,0
87,260,95,0
88,262,95,0
87,263,95,0
87,261,94,0
86,261,94,0
86,258,93,0
85,255,92,0
84,252,92,0
84,253,92,0
84,253,91,0
83,252,91,0
83,251,91,0
83,249,91,0
83,248,91,0
82,248,91,0
82,250,92,0
83,248,92,304
82,248,92,767
82,250,92,1298
82,248,92,1593
82,249,91,1840
81,245,91,1978
81,244,91,2084
81,244,90,2163
81,244,89,2223
81,245,90,2262
80,246,89,2289
79,244,89,2316
79,245,89,2323
79,241,89,2027
78,239,88,1464
77,234,86,993
76,233,85,723
75,233,85,526
75,231,85,359
73,231,85,244
73,232,85,188
69,297,84,128
68,361,84,0
67,396,83,0
65,426,83,0
64,442,82,0
64,455,82,0
63,465,83,0
64,472,82,0
63,472,81,0
63,476,81,0
62,480,81,0
62,479,81,0
62,477,81,0
62,417,80,0
63,361,79,0
64,312,79,0
65,291,79,0
64,268,78,0
65,252,78,0
66,241,78,0
66,234,79,0
68,231,80,503
69,228,81,1009
70,228,82,1372
71,229,83,1621
71,233,84,1834
72,234,83,1956
71,232,83,2053
72,229,83,2109
72,228,83,2147
71,226,82,2180
70,225,81,2194
70,224,80,2219
70,220,80,2230
70,218,80,1726
69,219,78,1247
68,221,79,899
68,219,79,611
69,218,79,414
68,218,79,299
68,220,79,216
68,222,79,147
68,219,78,107
68,220,78,0
68,221,79,0
68,221,78,0
68,219,79,0
68,219,79,0
68,221,79,0
68,220,79,0
68,219,80,0
68,220,79,0
68,219,79,0
69,219,79,0
68,219,79,0
67,219,79,0
67,221,79,0
68,220,78,0
68,222,79,0
68,219,78,0
69,217,78,0
69,216,78,272
69,217,79,905
69,220,79,1285
69,220,79,1608
69,222,79,1794
69,220,79,1971
69,220,80,2073
70,222,80,2168
69,224,81,2223
70,224,80,2269
70,221,79,2283
69,218,79,2295
69,214,78,2305
69,213,79,1781
68,214,79,1200
68,214,79,871
68,213,79,588
68,215,79,425
68,215,79,287
68,217,78,221
68,213,78,149
67,212,77,108
67,212,78,0
67,211,78,0
67,213,79,0
68,217,80,0
68,220,81,0
69,219,81,0
69,221,81,0
69,221,81,0
70,220,81,0
70,219,81,0
70,219,81,0
69,219,81,0
70,222,82,0
70,223,82,0
69,222,82,0
69,223,82,0
68,221,81,0
68,221,81,0
68,219,81,0
68,220,80,0
68,220,80,399
69,221,81,932
70,220,81,1390
70,220,81,1651
69,220,80,1845
69,219,80,1978
69,222,81,2073
69,220,80,2153
70,222,80,2221
70,221,80,2268
70,223,80,2306
71,224,79,2335
71,224,80,2357
71,223,79,1827
71,222,79,1318
71,219,80,1014
71,220,80,688
70,219,79,495
70,218,79,334
70,220,79,241
70,219,79,163
69,221,79,117
69,222,79,0
69,221,79,0
69,219,79,0
69,218,80,0
69,218,80,0
69,217,80,0
69,216,80,0
68,218,79,0
69,218,79,0
68,219,79,0
68,217,80,0
68,216,80,0
68,215,79,0
67,213,79,0
68,216,79,0
67,217,78,0
68,218,78,0
68,218,78,0
68,216,79,0
68,218,78,0
68,217,78,746
69,219,78,1290
69,220,79,1611
69,220,79,1874
69,217,80,2023
69,221,80,2135
69,219,80,2220
69,218,80,2298
69,218,80,2325
68,220,80,2348
69,221,80,2364
69,220,80,2384
69,220,80,2096
68,221,80,1427
69,222,79,1034
70,224,80,696
70,226,81,496
71,226,81,328
70,226,81,230
70,227,81,164
70,227,82,119
70,226,81,0
71,224,81,0
71,224,80,0
70,223,80,0
69,219,80,0
68,220,79,0
68,219,79,0
68,221,78,0
68,224,79,0
68,225,79,0
69,224,79,0
68,224,79,0
68,223,80,0
68,223,79,0
68,219,79,0
68,218,79,0
68,219,80,0
68,217,79,0
67,215,79,0
68,216,79,118
68,217,78,853
68,219,79,1365
68,220,80,1634
69,222,80,1812
69,225,80,2000
69,225,80,2106
70,224,79,2203
69,221,80,2257
69,221,79,2285
69,218,79,2305
69,220,79,2300
69,218,80,2313
69,218,79,2035
69,220,79,1378
69,220,79,1058
69,218,79,721
68,219,80,525
69,222,79,358
69,225,79,258
70,229,80,174
70,231,80,134
71,228,80,0
71,230,81,0
72,230,82,0
72,231,82,0
72,230,83,0
73,230,83,0
72,227,82,0
72,229,82,0
72,229,82,0
71,226,82,0
71,228,82,0
70,226,82,0
70,230,82,0
71,231,83,0
70,230,82,0
70,232,82,0
71,230,82,0
71,228,82,0
71,227,83,0
71,226,83,0
71,224,82,473
71,225,82,1064
71,226,83,1422
72,227,83,1699
72,227,82,1870
72,229,82,2002
72,229,82,2086
72,229,82,2170
73,230,83,2215
72,228,83,2254
73,228,83,2280
72,229,83,2290
73,229,83,2306
73,230,83,1832
74,230,84,1245
74,230,84,959
74,227,85,649
74,230,84,470
74,230,85,313
75,234,84,222
75,233,84,144
75,236,85,109
75,236,85,0
74,235,85,0
74,237,85,0
74,236,85,0
75,240,86,0
75,240,86,0
75,238,86,0
76,237,86,0
76,239,85,0
76,240,86,0
75,237,85,0
75,236,85,0
75,236,84,0
75,233,85,0
76,234,85,0
76,234,84,0
76,235,84,0
77,236,85,0
76,238,85,0
76,237,85,509
76,237,85,1001
76,236,85,1420
76,238,85,1616
75,239,84,1839
75,236,85,1978
75,235,84,2102
75,233,84,2158
75,233,85,2218
75,233,86,2252
75,235,86,2292
76,237,86,2319
76,237,86,2349
76,237,86,1713
76,237,85,1244
76,233,85,844
75,233,84,653
75,231,83,475
75,231,83,319
75,233,82,213
74,235,82,155
74,234,82,106
74,233,82,0
75,231,83,0
74,232,83,0
74,228,83,0
74,230,84,0
75,227,84,0
75,231,84,0
75,230,85,0
75,231,84,0
75,234,84,0
74,235,84,0
74,237,84,0
75,234,84,0
75,236,85,0
75,236,85,0
75,233,86,0
75,234,86,0
75,234,86,0
75,233,86,0
74,236,85,393
74,237,86,994
75,239,86,1360
75,238,86,1674
76,240,85,1819
75,238,85,2015
74,236,84,2112
74,237,84,2212
74,235,84,2265
73,235,84,2325
74,236,84,2357
73,237,84,2372
74,233,84,2394
74,233,85,1740
74,235,85,1255
73,235,85,852
74,229,85,618
74,225,84,448
74,224,84,325
74,230,84,221
74,230,83,159
74,228,83,110
74,232,83,0
73,230,83,0
73,230,82,0
73,228,82,0
73,228,82,0
73,228,82,0
71,227,81,0
70,227,80,0
69,222,79,0
69,222,79,0
69,219,79,0
69,219,79,0
68,216,80,0
68,216,80,0
68,215,80,0
68,218,80,0
69,220,79,0
69,221,81,0
71,222,82,0
71,223,82,498
71,225,81,975
71,225,82,1373
72,227,82,1606
72,229,83,1745
73,231,84,1897
73,233,84,1985
74,235,84,2064
75,236,85,2111
75,235,85,2150
74,233,84,2178
72,229,83,2215
72,227,83,2237
72,226,83,1999
72,225,83,1349
71,226,82,970
71,225,82,696
71,230,82,500
72,230,83,338
73,230,85,243
74,236,86,161
76,240,87,115
77,238,87,0
78,242,88,0
79,242,89,0
79,244,89,0
79,248,89,0
80,248,89,0
79,248,90,0
79,247,90,0
80,247,89,0
79,247,88,0
80,245,89,0
81,250,89,0
81,251,89,0
81,254,89,0
82,251,89,0
82,252,89,0
82,254,90,0
81,255,90,0
81,254,89,0
81,250,89,128
81,251,90,820
81,248,89,1237
82,248,90,1529
82,248,90,1739
81,250,90,1919
81,250,91,2028
80,252,91,2122
80,249,91,2177
80,249,92,2232
80,250,91,2262
81,249,92,2287
81,250,90,2292
81,249,91,1946
80,250,90,1413
80,251,90,963
80,250,90,699
80,250,90,504
81,247,90,366
80,247,90,253
81,250,89,184
81,253,89,125
81,249,89,0
81,250,89,0
81,250,90,0
81,250,90,0
81,250,91,0
82,251,91,0
82,252,91,0
82,253,92,0
82,253,91,0
82,254,90,0
81,254,90,0
81,253,90,0
80,254,91,0
80,251,90,0
80,249,90,0
81,251,90,0
80,247,90,0
80,249,90,0
80,247,90,0
80,246,90,387
80,246,90,890
80,246,89,1236
81,248,89,1492
81,247,90,1700
81,249,89,1828
81,248,90,1916
81,248,90,1970
81,248,90,2018
81,249,90,2052
82,250,91,2069
83,250,91,2098
83,248,92,2111
83,247,92,2125
84,250,92,2012
84,253,92,1364
85,254,93,989
85,252,92,673
85,253,92,488
84,255,91,354
84,255,92,257
85,254,92,177
84,254,92,129
83,253,92,0
83,251,91,0
82,250,91,0
81,246,91,0
81,244,90,0
80,243,89,0
80,246,89,0
80,245,90,0
80,248,91,0
80,252,91,0
80,251,91,0
80,252,91,0
80,252,91,0
80,252,91,0
80,251,91,0
81,250,91,0
81,252,91,0
81,252,90,0
81,252,90,0
81,253,90,727
81,251,90,1158
82,255,91,1526
83,257,92,1698
83,257,93,1888
83,258,93,1992
83,253,93,2114
83,252,92,2176
83,254,92,2238
83,252,91,2269
83,250,91,2296
83,250,91,2320
82,253,92,2180
82,255,91,1482
82,256,91,1077
83,262,92,728
84,265,92,523
85,264,93,355
85,261,94,257
86,263,95,175
86,264,95,135
86,263,96,0
87,263,96,0
88,267,97,0
90,269,98,0
91,269,98,0
92,272,99,0
92,274,98,0
92,274,98,0
92,273,99,0
92,273,99,0
92,277,100,0
93,280,100,0
93,282,100,0
93,277,100,0
94,278,100,0
94,276,100,0
93,278,99,0
94,279,100,0
94,277,100,0
94,276,100,0
94,275,98,288
92,275,98,903
91,275,98,1225
89,271,97,1581
89,269,97,1782
89,267,95,1951
89,265,95,2060
90,264,95,2149
90,265,95,2199
90,264,96,2249
90,266,96,2272
90,267,96,2300
90,268,96,2314
90,268,96,1796
89,267,95,1298
87,264,94,942
86,262,93,682
85,261,92,463
84,256,92,335
84,253,91,227
83,250,92,164
83,249,92,119
83,248,92,0
83,249,91,0
84,250,91,0
84,251,91,0
84,252,92,0
84,252,92,0
84,256,92,0
84,254,93,0
84,257,91,0
84,255,92,0
84,255,93,0
83,252,94,0
84,251,94,0
84,255,94,0
84,256,95,0
85,255,94,0
85,257,94,0
85,257,94,0
85,258,94,251
85,257,94,810
85,259,94,1292
84,261,93,1573
84,261,93,1809
84,258,94,1944
84,260,95,2059
85,260,96,2128
85,261,95,2187
85,262,94,2232
85,262,95,2270
85,259,96,2312
85,258,94,2331
85,255,94,1750
83,256,93,1182
83,255,93,912
82,253,92,621
82,254,92,450
81,253,92,326
81,251,92,219
80,247,92,157
79,244,92,105
79,242,91,0
79,242,91,0
79,240,91,0
79,242,90,0
79,243,90,0
79,243,89,0
79,241,90,0
79,241,90,0
78,244,90,0
78,241,88,0
77,239,88,0
77,233,88,0
75,231,87,0
75,234,87,0
75,233,87,0
76,232,87,0
76,235,87,0
76,236,87,0
77,238,88,0
78,242,89,0
79,246,90,191
80,248,91,679
81,252,92,1134
81,250,91,1523
80,245,91,1757
80,245,91,1952
79,244,90,2083
78,240,89,2147
77,236,89,2182
77,235,89,2237
75,235,89,2260
75,234,88,2283
75,233,88,2291
75,235,88,1838
76,238,88,1324
75,238,87,898
75,237,87,693
75,237,87,470
75,237,88,344
76,239,88,232
76,238,88,165
76,239,88,111
75,239,88,0
75,240,88,0
75,241,88,0
76,242,88,0
76,241,88,0
76,242,88,0
76,238,88,0
76,240,88,0
76,238,88,0
77,238,88,0
77,236,88,0
76,240,89,0
77,238,89,0
76,238,88,0
77,239,89,0
77,237,88,0
77,236,88,0
77,236,89,0
77,243,89,0
78,244,89,499
78,245,90,1085
78,243,89,1418
79,247,90,1699
79,247,90,1863
79,248,91,2013
79,247,91,2096
78,244,90,2168
78,241,89,2226
77,239,89,2262
77,243,88,2293
76,239,88,2315
76,236,88,2292
75,237,87,1667
75,237,87,1131
75,237,87,813
75,236,87,587
75,238,87,424
75,239,87,284
76,239,87,205
75,237,88,138
75,238,87,0
75,234,86,0
75,234,86,0
75,237,86,0
75,237,86,0
75,235,85,0
75,234,86,0
74,233,85,0
74,235,86,0
75,236,86,0
75,238,86,0
75,239,87,0
75,239,87,0
76,240,87,0
76,242,87,0
76,244,87,0
76,243,88,0
76,241,88,0
76,241,87,0
76,240,87,0
76,241,87,0
76,243,88,513
76,242,88,1011
76,241,87,1425
76,240,87,1716
77,241,87,1899
77,244,88,2050
78,243,89,2146
78,242,90,2201
78,244,90,2243
79,245,90,2275
79,243,90,2303
78,242,90,2311
78,242,91,2190
79,241,92,1590
79,242,90,1075
78,241,89,833
77,240,88,568
76,239,88,412
76,241,88,279
76,241,88,203
75,241,88,138
76,239,87,0
75,241,87,0
76,240,87,0
76,239,89,0
76,241,89,0
76,242,88,0
75,240,89,0
75,239,88,0
76,240,88,0
76,243,88,0
77,239,88,0
77,239,88,0
77,239,88,0
78,240,88,0
78,240,88,0
78,241,89,0
78,239,88,0
78,240,88,0
78,241,89,0
78,241,89,0
78,240,89,653
78,243,89,1123
78,246,90,1540
79,242,90,1764
79,243,89,1932
79,243,88,2066
79,243,89,2165
79,244,89,2228
79,247,89,2270
79,243,88,2294
79,242,87,2316
79,241,88,2325
79,242,89,2328
79,244,90,1737
80,247,90,1174
80,246,90,848
80,248,91,570
81,250,91,414
81,250,91,298
81,252,91,214
81,252,92,142
81,252,91,101
81,251,90,0
81,252,90,0
80,250,89,0
79,247,88,0
79,246,89,0
79,247,88,0
79,249,88,0
79,248,89,0
79,245,88,0
79,244,88,0
80,245,89,0
79,245,89,0
79,247,89,0
80,246,89,0
79,247,89,0
79,246,88,0
79,246,88,0
79,243,87,0
78,242,87,0
78,245,87,267
79,245,88,817
79,242,87,1271
79,244,88,1576
79,245,88,1764
79,245,88,1925
79,244,89,2034
80,245,88,2112
80,247,88,2166
80,244,88,2221
79,245,87,2250
79,243,88,2280
79,242,87,2300
79,242,88,2029
79,241,88,1473
79,239,88,995
79,241,88,719
79,242,88,486
79,245,88,374
79,246,89,252
79,242,88,181
78,244,88,120
79,243,88,0
79,242,89,0
79,243,89,0
79,243,89,0
78,246,88,0
79,244,89,0
79,243,89,0
79,242,88,0
79,244,88,0
78,242,88,0
78,242,88,0
78,242,88,0
79,243,89,0
80,246,89,0
79,246,89,0
79,249,89,0
80,246,89,0
80,247,89,0
80,246,89,0
80,244,89,388
80,245,89,898
80,249,89,1336
80,249,89,1553
80,249,90,1802
80,246,89,1955
80,250,89,2084
80,249,89,2173
80,248,90,2230
80,246,90,2290
80,245,90,2359
79,243,90,2387
80,245,90,2284
79,243,89,1646
77,241,88,1117
78,240,88,811
77,241,88,592
77,238,88,403
78,243,88,292
78,243,89,199
78,242,89,145
78,241,89,0
78,241,89,0
78,242,88,0
78,239,87,0
78,242,87,0
78,242,87,0
78,243,87,0
78,241,87,0
78,242,87,0
78,243,86,0
78,244,87,0
78,244,87,0
79,247,87,0
79,247,87,0
79,247,87,0
79,246,88,0
79,245,88,0
79,246,88,0
79,244,88,0
79,243,89,0
80,243,89,483
80,245,89,953
80,245,88,1316
80,245,89,1563
79,245,89,1800
79,243,89,1933
79,241,89,2049
78,240,89,2119
78,239,88,2172
78,239,87,2206
78,238,87,2233
78,237,87,2274
78,240,87,2298
78,240,88,2036
79,240,88,1380
79,244,88,997
78,241,88,769
79,242,89,515
79,243,89,370
78,241,88,253
78,237,88,184
78,238,88,126
78,240,88,0
78,241,88,0
78,243,88,0
79,245,88,0
79,243,88,0
79,247,89,0
79,246,88,0
79,245,89,0
79,246,89,0
80,245,88,0
80,248,89,0
79,243,88,0
78,243,89,0
78,241,88,0
77,243,88,0
77,243,87,0
77,239,87,0
77,242,88,0
77,242,88,0
77,244,88,0
77,242,88,522
77,243,88,1014
77,241,88,1430
77,239,87,1671
77,236,86,1873
76,237,86,1993
75,235,86,2106
74,237,86,2197
75,236,86,2259
75,237,85,2316
74,240,85,2356
75,237,85,2398
74,237,85,2411
73,237,85,2433
74,236,86,1884
74,235,86,1273
73,235,85,927
74,235,86,667
74,237,86,478
74,236,86,319
74,235,85,230
74,234,86,156
74,236,85,110
73,235,85,0
73,237,84,0
73,236,84,0
73,237,85,0
74,235,84,0
74,233,84,0
74,232,84,0
74,233,84,0
74,231,84,0
74,233,84,0
74,237,84,0
74,235,84,0
73,233,85,0
74,235,85,0
74,234,84,0
74,234,85,0
74,236,86,0
75,239,86,0
75,237,85,0
76,243,87,143
77,243,89,720
78,246,89,1229
79,248,90,1525
79,247,90,1735
79,250,90,1876
77,248,88,2018
76,243,88,2093
75,240,87,2140
75,237,87,2172
74,236,86,2209
73,234,85,2246
73,235,86,2266
73,232,85,2008
74,235,86,1457
74,237,87,989
76,245,88,764
77,246,88,514
79,250,89,369
80,252,89,245
81,251,90,176
81,250,90,118
81,250,90,0
82,253,90,0
82,255,91,0
83,259,92,0
85,262,95,0
87,267,96,0
88,267,96,0
89,270,96,0
90,269,97,0
91,271,97,0
91,275,98,0
92,279,99,0
92,280,98,0
92,279,98,0
92,282,98,0
92,282,97,0
92,280,97,0
93,281,98,129
93,278,98,720
93,278,99,1233
93,279,99,1525
93,280,99,1753
93,281,99,1940
93,277,98,2034
93,277,99,2133
94,276,99,2197
93,273,98,2246
92,274,99,2290
92,273,98,2329
91,273,98,2352
92,277,98,1942
92,276,98,1322
92,276,98,953
91,278,97,645
92,276,97,496
92,278,98,335
92,278,99,241
92,277,98,164
92,275,99,119
93,275,99,0
93,275,99,0
94,279,99,0
94,279,99,0
94,280,99,0
94,282,99,0
94,281,100,0
95,280,100,0
95,279,100,0
95,280,100,0
96,282,101,0
96,282,100,0
96,282,100,0
96,284,100,0
96,281,100,0
96,282,99,0
97,283,100,0
98,285,100,0
98,285,101,0
98,284,102,0
98,285,101,614
98,284,102,1081
98,285,101,1422
98,288,101,1663
98,286,102,1863
98,287,101,1976
98,287,102,2063
98,287,102,2151
99,289,102,2186
97,287,101,2224
97,287,102,2243
96,285,101,2256
96,285,101,2259
96,284,101,1631
96,285,101,1104
95,284,100,797
95,284,100,577
95,283,100,417
95,280,99,283
95,278,100,203
94,275,100,138
94,272,100,0
95,272,99,0
95,275,99,0
94,273,99,0
95,275,99,0
95,277,99,0
95,279,100,0
95,274,100,0
95,272,99,0
93,271,98,0
92,268,98,0
91,265,97,0
90,265,96,0
90,263,97,0
89,262,97,0
89,264,96,0
88,264,97,0
87,263,96,0
87,262,96,0
87,266,96,0
87,263,95,397
87,265,96,921
87,262,95,1304
87,262,95,1621
87,264,95,1812
88,263,95,1959
88,263,96,2059
88,264,96,2131
88,266,96,2165
89,265,96,2203
89,266,96,2227
89,265,96,2248
89,269,97,2137
89,269,97,1446
89,270,97,1117
90,272,97,761
90,270,97,553
90,272,96,377
89,272,95,255
89,272,95,195
89,269,96,130
89,269,96,0
88,267,96,0
88,266,96,0
89,267,96,0
88,267,96,0
88,267,96,0
88,269,96,0
88,267,97,0
88,267,97,0
89,268,97,0
88,265,97,0
88,265,97,0
89,270,96,0
88,269,96,0
88,269,96,0
88,269,95,0
88,268,95,0
88,267,95,0
88,265,96,0
88,264,96,0
88,261,95,491
88,261,95,990
87,261,95,1404
87,261,95,1616
87,262,95,1799
86,261,95,1972
86,260,95,2087
86,261,95,2157
87,265,96,2227
88,265,98,2228
89,266,98,2248
90,268,98,2268
89,268,97,2280
89,269,98,1668
89,267,96,1210
88,264,96,876
88,261,94,594
87,259,95,405
87,260,95,294
87,263,96,199
88,262,96,153
87,265,96,102
87,267,96,0
87,265,97,0
87,261,97,0
87,262,97,0
88,261,97,0
88,261,97,0
88,266,96,0
88,265,97,0
88,263,97,0
89,265,96,0
88,267,96,0
89,267,97,0
89,270,97,0
89,270,97,0
90,269,98,0
90,269,98,0
90,272,98,0
91,270,97,0
90,266,97,0
90,265,97,512
89,268,97,1007
90,268,97,1421
90,268,98,1658
89,272,96,1865
88,270,95,1949
88,267,95,2064
86,265,96,2130
86,262,94,2184
86,261,94,2218
86,262,94,2244
86,259,93,2268
86,256,94,2281
84,255,93,1548
83,255,93,1112
84,258,94,754
84,258,95,584
83,258,94,422
84,259,94,285
83,259,94,206
84,257,94,142
84,259,93,104
85,258,94,0
86,261,94,0
86,257,95,0
87,260,95,0
87,260,95,0
87,260,95,0
87,259,95,0
87,261,94,0
86,258,94,0
85,256,92,0
84,252,91,0
83,252,90,0
82,249,90,0
81,248,90,0
81,247,90,0
81,249,91,0
81,249,91,0
83,250,93,0
84,251,94,0
86,256,94,0
88,261,96,451
90,267,98,948
91,271,97,1390
92,273,98,1677
92,272,97,1855
91,272,97,2036
91,270,97,2146
90,269,96,2211
89,267,96,2309
88,267,96,2331
88,268,95,2379
88,268,95,2405
88,267,95,2414
88,265,95,1995
88,263,95,1444
87,261,95,1042
87,261,95,705
87,261,95,509
86,262,95,347
86,263,94,250
86,261,94,181
86,260,95,130
86,260,93,0
86,257,94,0
86,258,94,0
87,260,94,0
86,258,94,0
87,260,94,0
86,259,94,0
86,257,95,0
86,256,94,0
86,257,93,0
85,258,93,0
85,258,94,0
85,257,94,0
85,255,94,0
84,254,93,0
85,254,93,0
85,256,93,0
86,258,94,0
86,258,94,0
87,260,95,0
87,262,94,590
88,262,95,1064
88,261,96,1470
88,263,95,1705
89,266,96,1896
89,266,95,1989
89,264,95,2081
88,263,95,2147
87,262,95,2201
86,260,94,2228
86,260,94,2262
86,259,94,2281
86,258,93,1871
86,258,94,1358
86,260,94,919
86,261,95,665
86,264,95,450
86,264,95,326
85,258,93,217
85,261,95,168
85,259,94,112
85,258,94,0
84,257,93,0
84,255,94,0
82,255,93,0
82,252,93,0
82,252,93,0
82,251,93,0
83,252,93,0
83,249,93,0
82,248,92,0
82,251,92,0
82,249,92,0
82,247,92,0
82,251,92,0
82,251,93,0
82,249,92,0
82,248,92,0
82,247,92,0
81,250,90,0
81,251,90,521
81,250,91,1029
81,247,91,1445
81,249,91,1684
81,248,91,1894
81,249,92,1994
79,245,90,2094
76,239,87,2163
75,234,86,2209
73,231,85,2244
71,230,85,2272
71,226,85,2293
70,226,84,2156
69,228,83,1566
69,227,83,1056
68,223,83,766
67,222,82,520
66,216,82,376
65,215,82,256
64,212,80,197
63,214,79,133
63,213,79,0
63,213,79,0
62,216,79,0
63,217,78,0
63,214,78,0
63,215,78,0
63,213,78,0
63,212,78,0
63,212,78,0
63,215,78,0
63,213,78,0
62,212,79,0
63,212,79,0
62,212,79,0
63,211,79,0
63,210,80,0
62,212,79,0
63,213,78,0
63,214,79,0
62,213,79,152
63,211,80,818
63,211,79,1215
63,211,79,1555
63,212,80,1718
63,210,79,1896
63,209,79,1999
63,209,78,2083
63,211,79,2135
63,212,79,2201
63,213,80,2251
64,214,79,2295
63,213,79,2175
63,211,79,1577
63,213,79,1058
64,216,80,759
64,217,81,514
64,217,80,368
64,218,81,245
64,216,81,176
64,216,81,125
64,216,81,0
63,216,81,0
63,212,80,0
63,212,79,0
61,210,78,0
61,208,78,0
65,217,82,0
67,222,84,0
70,226,85,0
71,235,87,0
73,234,87,0
73,235,87,0
74,236,86,0
74,236,86,0
75,237,86,0
75,238,86,0
75,239,87,0
75,240,88,0
75,237,88,0
76,240,88,0
75,239,88,0
76,241,88,437
77,241,88,909
78,243,88,1280
79,244,89,1575
79,247,89,1789
79,245,89,1915
79,246,90,2020
79,249,89,2115
79,246,89,2160
79,248,89,2200
78,246,90,2225
79,247,89,2249
79,246,91,2268
79,245,91,1830
79,247,91,1322
79,245,91,954
80,245,91,688
79,245,90,465
79,247,90,334
79,248,90,225
79,248,90,163
79,249,90,110
79,250,91,0
80,249,91,0
79,249,91,0
80,247,91,0
80,248,90,0
80,245,90,0
79,247,90,0
80,249,90,0
79,249,91,0
79,248,90,0
79,249,90,0
79,248,90,0
79,247,90,0
79,244,90,0
80,247,90,0
79,247,90,0
79,247,91,0
79,247,91,0
79,245,90,0
78,245,90,0
79,246,90,722
79,248,90,1158
80,248,90,1538
80,247,90,1760
81,247,89,1916
81,248,89,2022
81,248,89,2101
81,246,89,2157
80,248,89,2191
80,247,89,2216
79,249,89,2228
79,248,89,2246
79,249,88,2262
79,246,88,1792
78,245,89,1218
79,248,89,881
79,248,89,599
79,248,90,434
80,246,90,315
80,248,90,227
81,248,89,153
81,246,89,110
81,246,89,0
81,246,90,0
82,247,91,0
82,250,91,0
82,253,91,0
82,253,91,0
83,253,92,0
84,253,92,0
84,253,92,0
84,253,92,0
84,253,92,0
84,255,91,0
84,256,91,0
84,255,91,0
84,255,91,0
84,255,91,0
84,257,90,0
84,255,91,0
84,258,91,0
84,259,92,368
84,260,92,990
85,260,92,1361
84,261,93,1626
84,258,93,1814
84,259,92,1957
84,260,92,2088
84,260,92,2161
84,258,91,2221
83,258,92,2247
83,258,91,2266
84,259,92,2293
83,257,91,2305
84,254,91,1635
84,256,91,1188
84,256,90,864
83,254,90,624
83,254,89,422
84,251,89,282
83,252,90,202
82,250,90,152
82,247,89,0
82,248,90,0
